file,class_name,source_origin,source_topic,total_lines,blank_lines,comment_lines,loc,class_count,method_count,field_count,import_count,if_count,loop_count,switch_count,catch_count,throw_count,return_count,public_method_count,static_method_count,has_main_method,max_nesting_depth,cyclomatic_estimate,avg_method_loc,comment_ratio,has_unchecked_division,has_array_bounds_risk,has_null_handling_risk,has_possible_null_dereference,has_swallowed_exception,has_resource_leak_risk,has_infinite_loop_risk,has_unbounded_recursion_risk,has_missing_input_validation,is_interactive_program,src_compiled,src_compile_errors,src_warnings,runtime_attempted,runtime_errors,test_exists,test_compiled,test_compile_errors,test_warnings,tests_passed,tests_failed,tests_total,test_status,total_defects,defect_density,density_grade,is_defective,defect_types
BurstBalloons.java,BurstBalloons,unknown,,18,0,0,18,1,1,0,0,0,3,0,0,0,1,1,1,False,5,4,16.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
LinkedListMiddleFinder.java,LinkedListMiddleFinder,unknown,,17,1,0,16,2,1,0,0,0,1,0,0,0,1,1,0,False,3,3,9.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
PathSumII.java,PathSumII,unknown,,23,2,0,21,2,1,0,0,2,0,0,0,0,2,0,1,False,3,5,10.0,0.0,0,0,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
SubstringWithConcatenationOfAllWords.java,SubstringWithConcatenationOfAllWords,unknown,,5,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,False,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
MaximumProductWordLengths.java,MaximumProductWordLengths,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
ThreeSumIII.java,ThreeSumIII,unknown,,5,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,False,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
NetworkDelayTimeII.java,NetworkDelayTimeII,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
InvalidConstructorBuilder.java,InvalidConstructorBuilder,unknown,,9,2,0,7,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,1,False,False,1,0,False,0,True,False,3,0,0,0,0,test_compile_failed,4,571.43,High,1,"source_compile,test_compile"
KthLargestElementInArrayVI.java,KthLargestElementInArrayVI,unknown,,6,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,4.0,0.0,0,1,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,166.67,High,1,test_failure
LeapYearVerifier.java,LeapYearVerifier,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,3,3.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
WordFrequencyCounter.java,WordFrequencyCounter,unknown,,29,4,0,25,1,3,0,1,3,1,0,0,0,5,3,3,False,3,6,5.0,0.0,0,1,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,10,0,10,tests_executed,0,0.0,Clean,0,none
RedundantConnectionV.java,RedundantConnectionV,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,3,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
LastStoneWeightIII.java,LastStoneWeightIII,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
MaximumSubarrayIV.java,MaximumSubarrayIV,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
MinimumFinder.java,MinimumFinder,unknown,,9,0,0,9,1,1,0,0,1,1,0,0,0,1,1,0,False,3,3,7.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
TwoSumIVInputBST.java,TwoSumIVInputBST,unknown,,10,1,0,9,2,1,0,0,0,0,0,0,0,1,1,1,False,3,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
BalancedBinaryTree.java,BalancedBinaryTree,unknown,,18,2,0,16,2,2,0,0,2,0,0,0,0,4,1,2,False,3,5,5.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
BinaryTreePostorderTraversal.java,BinaryTreePostorderTraversal,unknown,,10,1,0,9,2,0,0,0,0,0,0,0,0,1,0,0,False,3,1,0.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
FirstMissingPositiveIII.java,FirstMissingPositiveIII,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
MaxProductSubarrayExceptSelf.java,MaxProductSubarrayExceptSelf,unknown,,19,0,0,19,1,1,0,0,2,2,0,0,0,2,1,1,False,4,5,17.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,4,1,5,tests_executed,1,52.63,High,1,test_failure
NegativeNumberCounter.java,NegativeNumberCounter,unknown,,9,0,0,9,1,1,0,0,1,1,0,0,0,1,1,0,False,3,3,7.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
CombinationSumVII.java,CombinationSumVII,unknown,,5,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,False,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
HappyNumberII.java,HappyNumberII,unknown,,16,0,0,16,1,1,0,0,0,2,0,0,0,1,1,1,False,4,4,14.0,0.0,0,0,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
SerializeDeserializeBST.java,SerializeDeserializeBST,unknown,,11,1,0,10,2,1,0,0,1,0,0,0,0,2,1,1,False,3,2,4.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
DailyTemperaturesII.java,DailyTemperaturesII,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
LRUCacheIII.java,LRUCacheIII,unknown,,5,0,0,5,1,2,0,0,0,0,0,0,0,1,2,0,False,2,1,1.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
GasStationVI.java,GasStationVI,unknown,,15,0,0,15,1,1,0,0,1,1,0,0,0,1,1,0,False,4,3,13.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
PowerCalculator.java,PowerCalculator,unknown,,12,0,0,12,1,1,0,0,1,1,0,0,0,2,1,1,False,3,3,10.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,5,1,6,tests_executed,1,83.33,High,1,test_failure
ContainerWithMostWaterIV.java,ContainerWithMostWaterIV,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
MatrixAdder.java,MatrixAdder,unknown,,13,0,0,13,1,1,0,0,0,2,0,0,0,1,1,1,False,4,3,11.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,4,5,tests_executed,4,307.69,High,1,test_failure
LongestPalindromicSubstringV.java,LongestPalindromicSubstringV,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
AscendingOrderChecker.java,AscendingOrderChecker,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
PeekingIterator.java,PeekingIterator,unknown,,27,5,0,22,1,3,1,1,1,0,0,0,0,3,3,0,False,2,2,3.67,0.0,0,0,0,1,0,0,0,1,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
SetMatrixZeroesII.java,SetMatrixZeroesII,unknown,,5,0,1,4,1,1,0,0,0,0,0,0,0,0,1,1,False,2,1,2.0,0.2,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
EvenNumberCounter.java,EvenNumberCounter,unknown,,9,0,0,9,1,1,0,0,1,1,0,0,0,1,1,0,False,3,3,7.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
SubsetsII.java,SubsetsII,unknown,,5,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,False,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
SubstringWithConcatenationOfAllWordsII.java,SubstringWithConcatenationOfAllWordsII,unknown,,5,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,False,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
JosephusProblemSolver.java,JosephusProblemSolver,unknown,,10,0,0,10,1,1,0,0,1,1,0,0,0,2,1,1,False,3,3,8.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,3,1,4,tests_executed,1,100.0,High,1,test_failure
LargestOddFinder.java,LargestOddFinder,unknown,,11,0,0,11,1,1,0,0,1,1,0,0,0,1,1,0,False,4,4,9.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,90.91,High,1,test_failure
StringRepeater.java,StringRepeater,unknown,,9,0,0,9,1,1,0,0,0,1,0,0,0,1,1,0,False,3,2,7.0,0.0,0,0,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,111.11,High,1,test_failure
PositiveNumberCounter.java,PositiveNumberCounter,unknown,,13,2,0,11,1,1,0,0,1,1,0,0,0,1,1,0,False,4,3,9.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,2,0,2,tests_executed,0,0.0,Clean,0,none
MatrixColumnSummer.java,MatrixColumnSummer,unknown,,11,0,0,11,1,1,0,0,0,2,0,0,0,1,1,0,False,4,3,9.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
SnakesAndLadders.java,SnakesAndLadders,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
SpaceRemover.java,SpaceRemover,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
MergeSortedArrays.java,MergeSortedArrays,unknown,,16,0,0,16,1,1,0,0,1,4,0,0,0,1,1,1,False,4,7,14.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,3,2,5,tests_executed,2,125.0,High,1,test_failure
NegativeIndexReader.java,NegativeIndexReader,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,3,0,3,tests_executed,0,0.0,Clean,0,none
WordLadderII.java,WordLadderII,unknown,,5,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,False,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,2,0,2,tests_executed,0,0.0,Clean,0,none
MeetingRoomsII.java,MeetingRoomsII,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
FindTheDuplicateNumber.java,FindTheDuplicateNumber,unknown,,15,0,0,15,1,1,0,0,0,3,0,0,0,1,1,1,False,3,4,13.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
StringLengthComparer.java,StringLengthComparer,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
DecimalFormatter.java,DecimalFormatter,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
MyCircularDequeIII.java,MyCircularDequeIII,unknown,,10,0,0,10,1,8,0,0,0,0,0,0,0,8,8,0,False,2,1,1.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
MinimumDistanceBST.java,MinimumDistanceBST,unknown,,10,1,0,9,2,1,0,0,0,0,0,0,0,1,1,1,False,3,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
InvalidForLoopClass.java,InvalidForLoopClass,unknown,,7,0,0,7,1,1,0,0,0,1,0,0,0,0,1,0,False,3,2,5.0,0.0,0,0,0,1,0,0,0,0,0,False,False,1,0,False,0,True,False,2,0,0,0,0,test_compile_failed,3,428.57,High,1,"source_compile,test_compile"
CubeCalculator.java,CubeCalculator,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
BinaryTreeHeight.java,BinaryTreeHeight,unknown,,12,1,0,11,2,1,0,0,1,0,0,0,0,2,1,1,False,3,2,4.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,4,0,4,tests_executed,0,0.0,Clean,0,none
TaskSchedulerIV.java,TaskSchedulerIV,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
MinimumCostToMakeAtLeastOneValidPath.java,MinimumCostToMakeAtLeastOneValidPath,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
CharacterFrequencyMap.java,CharacterFrequencyMap,unknown,,12,1,0,11,1,0,0,2,0,1,0,0,0,1,0,0,False,3,2,0.0,0.0,0,0,0,1,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
EvenSquareGenerator.java,EvenSquareGenerator,unknown,,9,0,0,9,1,1,0,0,0,1,0,0,0,1,1,0,False,3,2,7.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
CelsiusConverter.java,CelsiusConverter,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
TrimBinarySearchTree.java,TrimBinarySearchTree,unknown,,10,1,0,9,2,1,0,0,0,0,0,0,0,1,1,1,False,3,1,3.0,0.0,0,0,1,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
JumpGameII.java,JumpGameII,unknown,,13,0,0,13,1,1,0,0,1,1,0,0,0,1,1,1,False,4,3,11.0,0.0,0,1,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,3,0,3,tests_executed,0,0.0,Clean,0,none
DivideTwoIntegers.java,DivideTwoIntegers,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
MaximumScorePerformingMultiplication.java,MaximumScorePerformingMultiplication,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,0,1,1,tests_executed,1,200.0,High,1,test_failure
LoggerRateLimiterIII.java,LoggerRateLimiterIII,unknown,,7,1,0,6,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
InsertDeleteGetRandomO1DuplicatesAllowedIII.java,InsertDeleteGetRandomO1DuplicatesAllowedIII,unknown,,5,0,0,5,1,3,0,0,0,0,0,0,0,3,3,0,False,2,1,1.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
MergeLinkedNodes.java,MergeLinkedNodes,unknown,,31,6,0,25,2,1,0,0,1,1,0,0,0,1,1,0,False,4,4,16.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,3,0,3,tests_executed,0,0.0,Clean,0,none
DesignFrontMiddleBackQueue.java,DesignFrontMiddleBackQueue,unknown,,8,0,0,8,1,6,0,0,0,0,0,0,0,3,6,0,False,2,1,1.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
BrokenPrimeCounter.java,BrokenPrimeCounter,unknown,,15,2,0,13,1,1,0,0,2,1,0,0,0,3,1,1,False,4,4,11.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,2,3,tests_executed,2,153.85,High,1,test_failure
NaryTreeMaxDepth.java,NaryTreeMaxDepth,unknown,,10,1,0,9,2,1,0,0,0,0,0,0,0,1,1,1,False,3,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
LongestIncreasingPathInMatrixII.java,LongestIncreasingPathInMatrixII,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
WrongReturnTypeMethod.java,WrongReturnTypeMethod,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,0,False,False,1,0,False,0,True,False,2,0,0,0,0,test_compile_failed,3,600.0,High,1,"source_compile,test_compile"
AlphabetReverser.java,AlphabetReverser,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,False,2,1,3.0,0.0,0,0,0,0,0,0,0,1,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
BalancedBracketValidator.java,BalancedBracketValidator,unknown,,32,7,0,25,1,1,0,1,3,1,0,0,0,3,1,1,False,6,12,23.0,0.0,0,1,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,3,0,3,tests_executed,0,0.0,Clean,0,none
SetMatrixZeroesVI.java,SetMatrixZeroesVI,unknown,,5,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,False,2,1,2.0,0.2,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
InsertInterval.java,InsertInterval,unknown,,5,0,0,5,1,1,0,0,0,0,0,0,0,1,1,1,False,2,1,3.0,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
FindAllAnagramsInStringVI.java,FindAllAnagramsInStringVI,unknown,,17,0,0,17,1,0,0,0,3,3,0,0,0,2,0,0,False,3,7,0.0,0.0,0,0,0,1,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
OnesAndZeroes.java,OnesAndZeroes,unknown,,18,0,0,18,1,1,0,0,1,4,0,0,0,1,1,1,False,5,6,16.0,0.0,0,1,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
StockPriceFluctuation.java,StockPriceFluctuation,unknown,,28,4,0,24,1,4,1,0,2,0,0,0,0,3,4,0,False,3,3,4.75,0.0,0,0,0,1,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
PartitionLabels.java,PartitionLabels,unknown,,16,0,0,16,1,0,0,0,1,2,0,0,0,1,0,0,False,4,4,0.0,0.0,0,1,0,1,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
WordCounter.java,WordCounter,unknown,,6,0,0,6,1,1,0,0,1,0,0,0,0,2,1,1,False,2,3,4.0,0.0,0,0,0,1,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,6,0,6,tests_executed,0,0.0,Clean,0,none
BinarySearchTreeValidator.java,BinarySearchTreeValidator,unknown,,19,3,0,16,2,2,0,0,2,0,0,0,0,4,1,0,False,3,5,4.5,0.0,0,0,0,0,0,0,0,0,1,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
FindAllDuplicatesInArrayIII.java,FindAllDuplicatesInArrayIII,unknown,,5,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,False,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,False,True,0,0,False,0,True,True,0,0,1,0,1,tests_executed,0,0.0,Clean,0,none
